tweetText,hashtags,user,date,state,latitude,longitude,sentiment
I am really confused now. Please help me understand that Biden won not Rahul Gandhi. The way Indian liberals celebrating I thought Biden won against Modi in India  man they still have lot to cry  yogi is up next #ArnabWeAreWithYou #USElectionResults2020 #Modi #IndiaWithArnab https//t.co/5xTDBvYfEg,,SharnSharu,Sun Nov 08 07:43:58 +0000 2020,XXXX,99999.99,99999.99, positive 
"""You can actually make your own Trump policies by going through the incinerator at the Daily Mail and picking through the dust for anything they thought might get them prosecuted"" - Frankie Boyle #BidenHarris2020 #USElectionResults2020",,thekevindurham,Sun Nov 08 07:44:01 +0000 2020,XXXX,99999.99,99999.99,negative
He was an extraordinary man  ,,LorinczGreti,Sun Nov 08 07:44:08 +0000 2020,XXXX,99999.99,99999.99,neutral
Love this bookended cartoon @roweafr #USElectionResults2020 #JoeBidenPresidentElect,,bunkercartoons,Sun Nov 08 07:44:17 +0000 2020,XXXX,99999.99,99999.99, positive 
Well   ...  Funny but Daily Star never knew the meaning of  subtle      Worst than  Daily Mail   isn t?,,graindesable20,Sun Nov 08 07:44:18 +0000 2020,XXXX,99999.99,99999.99,negative
Did you know that Joe Biden won the election?   #JoeBiden #JOEBIDEN2020 #USElection2020 #AmericaDecides2020 #AmericaDecides #USvote #USAvotes #USElectionResults2020 https//t.co/xLaNOv28Na,,scott_holtom,Sun Nov 08 07:44:18 +0000 2020,XXXX,99999.99,99999.99, positive 
Sweet dreams America.,,emc_chapman,Sun Nov 08 07:44:21 +0000 2020,XXXX,99999.99,99999.99, positive 
People will say as a South African this doesn't concern you! For me it's about seeing a WOMAN IN POWER  ! @KamalaHarris @mindykaling @danjlevy @OfficialKat @kathygriffin @chelseahandler @Pink @cher @ladygaga @JoeBiden @ChrisSapphire #USAelection2020 #BidenHarris2020 https//t.co/4zDXZFxtYV,,shamz_pixie,Sun Nov 08 07:44:23 +0000 2020,XXXX,99999.99,99999.99,neutral
" At our best America is a beacon for our globe. We will lead not only by the example of our power, but by the power of our example    https//t.co/77kN1Ov28X #usavalg #uspol #USElections2020",,tokehelmo,Sun Nov 08 07:44:24 +0000 2020,XXXX,99999.99,99999.99, positive 
"What an inspirational acceptance speech. Inclusive, passionate and decent. Decency prevails #USElection2020 @JoeBiden",,steve_murphy_,Sun Nov 08 07:44:25 +0000 2020,XXXX,99999.99,99999.99, positive 
"India, China agree to exercise restraint along LAC @PMOIndia @narendramodi #india #china #IndiaChinaFaceOff #IndiaWithArnab #ChinaIndiaStandOff #IndiaChinaBorder #Black_Day_India_Economy #BlackDay #BLACKPINK #USElectionResults2020 #Trump   READ https//t.co/pDVTl2xxE8 https//t.co/rX3TpFgnez",,JhalakPortal,Sun Nov 08 07:44:25 +0000 2020,XXXX,99999.99,99999.99, positive 
"Tai tai #Trump, joy Bhai Done!.. cheers Joe Biden Congratulations president #Joe #Biden   #USElections2020 #CongratulationsJoeBiden",,darpansharma_86,Sun Nov 08 07:44:25 +0000 2020,XXXX,99999.99,99999.99, positive 
Hoping to always get Exxxtra!  . #BidenHarris2020 #Biden #hope #KamalaHarrisVP #USElectionResults2020 #YouGetMore https//t.co/Xx24ruUy06,,Cashkarocom,Sun Nov 08 07:44:26 +0000 2020,XXXX,99999.99,99999.99, positive 
Pakistani Twitter is full of memes on USA Elections 2020 https//t.co/shy4MeBncS #USElectionResults2020 #JoeBiden #KamalaHarris #DonaldTrump #Election2020,,newsburry,Sun Nov 08 07:44:29 +0000 2020,XXXX,99999.99,99999.99,negative
"In all the footage of people celebrating the #BidenHarris2020 win (and I ve watched way more than I probably should ve), there is not one which features someone with a firearm, or mullet.  I wonder why that is?   #USElection2020 https//t.co/y27oGGxN6y",,KieraGorden,Sun Nov 08 07:44:31 +0000 2020,XXXX,99999.99,99999.99, positive 
Four Seasons Total Landscaping is a perfect metaphor for Trump  - A dirty parking lot (His filthy mind) - Of a landscaping company (his core supporters) - Next to a Crematorium (all the covid deaths) - Across a Dildo Shop (Pervert Trump)  #BidenHariss2020 #USElectionResults2020,,WeWillFightB4ck,Sun Nov 08 07:44:33 +0000 2020,XXXX,99999.99,99999.99, positive 
#USElectionResults2020 Yellow https//t.co/qTNQ2ebdZ1,,pankajsac,Sun Nov 08 07:44:33 +0000 2020,XXXX,99999.99,99999.99,neutral
Do you think im a dangerous pedophile and need to be locked up? #BidenHarris2020 #ByeByeTrump #PresidentElectJoe #Election2020 #Election2020results #GisellaAnastasia #whatishappeninginthailand #Trump #JoeBiden #UFCVegas13 #USElectionResults2020 #AbHamariBaariHai #Biden #BLACKPINK,,Tnt12814739,Sun Nov 08 07:44:42 +0000 2020,XXXX,99999.99,99999.99,negative
@KamalaHarris has dedicated her victory to all black women who are the backbone of US democracy. #USAelection2020 #democracy #KamalaHarris,,GianfredaStella,Sun Nov 08 07:44:42 +0000 2020,XXXX,99999.99,99999.99, positive 
@realDonaldTrump lost his mind over his failure in presidential elections.   #USAelection2020,,UmairTweeting,Sun Nov 08 07:44:47 +0000 2020,XXXX,99999.99,99999.99,negative
Surprising Opinion After #JoeBidenKamalaHarris2020  Won &amp; #DonaldTrump  Lost in #USElectionResults2020 ... https//t.co/TlIqg7ws3l via @YouTube,,komangfuture,Sun Nov 08 07:44:48 +0000 2020,XXXX,99999.99,99999.99, positive 
USA has never seen such a dogged President nor will see like @realDonaldTrump.... Shame...#BidenHarris2020 #Trump #USElectionResults2020 #bidenharis2020 #POTUS46 #Elections2020 https//t.co/q8CDWRSJV0,,deepakgzp,Sun Nov 08 07:44:47 +0000 2020,XXXX,99999.99,99999.99,negative
@jaredkushner   did you see ?  You are to the dustbin of history and Kuwait remains  #TrumpTantrum #Biden #USAelection2020 #  #  # _ ,,MrDajah,Sun Nov 08 07:44:51 +0000 2020,XXXX,99999.99,99999.99,neutral
"Twitter the 'news with a mood' is where the joy expresses further to the #USElectionResults2020. #MayaHarris, Kamala's sister tweeted  OMG it s happening our next Vice President of the United States our first-ever MADAM Vice President my sister.  https//t.co/N2FdjBRR7G",,dandyvagabond,Sun Nov 08 07:44:54 +0000 2020,XXXX,99999.99,99999.99, positive 
#USElectionResults2020  https//t.co/XllUXRdyhr USA Election Fundraising by Trump-Biden https//t.co/ZvOum7xCbi,,zindagi365,Sun Nov 08 07:44:55 +0000 2020,XXXX,99999.99,99999.99,neutral
@JoeBiden @KamalaHarris #USAelection2020 After   World come in new shape or order #KSA #India #Pakistan . @CrownPrinceKSA,,deojan1,Sun Nov 08 07:44:57 +0000 2020,XXXX,99999.99,99999.99,neutral
Donald Trump's been every quite on twitter   #USElection2020,,steph_983,Sun Nov 08 07:45:00 +0000 2020,XXXX,99999.99,99999.99,neutral
May things get normal and Democracy-Decency remain guiding principles. Congratulations @KamalaHarris @JoeBiden   #BidenHarris2020 #KamalaHarris #JoeBiden #President #USElectionResults2020 #Biden #KamalaHarrisVP https//t.co/PVIdixsoYH,,akhilneta,Sun Nov 08 07:45:00 +0000 2020,XXXX,99999.99,99999.99, positive 
it's morning in america. #USAelection2020 #USElection #Election2020 #Election2020results #JoeBiden #DonaldTrump #realDonaldTrump #Elections2020 #KeepAmericaGreat #KeepTheFaith #electionUS #ElectionUSA #ElectionUsa2020,,de_chardin,Sun Nov 08 07:45:01 +0000 2020,XXXX,99999.99,99999.99,neutral
The amount of Work Joe Biden has cut out for him ehn. May God give him wisdom and strength to undo the crazy things Orange man did. #USElectionResults2020,,EvaOvbude,Sun Nov 08 07:45:11 +0000 2020,XXXX,99999.99,99999.99, positive 
"So looks looks like the whole world voted for Biden! YAH! A little clip showing Trump how to be a gentleman now, its never to late..#closethedivide #USAelection2020 #moveforward #americaisback https//t.co/slqDh1hxrb",,Tiatron_1,Sun Nov 08 07:45:14 +0000 2020,XXXX,99999.99,99999.99, positive 
"Hey Lyse, you re getting this Pushtun teary.....",,MarianaBaabar,Sun Nov 08 07:45:18 +0000 2020,XXXX,99999.99,99999.99,neutral
When is the last time we saw our PM hugging - and being hugged by - a common Indian like this?  Watch this to know one of the many reasons Americans chose #JoeBiden and rejected heartless #Trump.   @thekaurfactor,,SudheenKulkarni,Sun Nov 08 07:45:20 +0000 2020,XXXX,99999.99,99999.99, positive 
"@JoeBiden #USAelection2020 #USElectionResults2020  Welcome our native Indian,we all across the globe r proud with achievements &amp; glory brought by your success and wish you as a second to #PresidentElectJoe Will lead the globe towards prosperity and will strengthen #IndoUs Ties.",,Fightagainstc19,Sun Nov 08 07:45:21 +0000 2020,XXXX,99999.99,99999.99, positive 
"Fantastic News ) America Just Got Great Again.  Emerging United States #PresidentBiden2020 #PresidentElectJoe #POTUS46   Joe Biden won fair &amp; square by a good margin no matter how you measure it, electoral college or popular vote!   #FactsMatter #fact #information",,CosmicInglewood,Sun Nov 08 07:45:21 +0000 2020,XXXX,99999.99,99999.99, positive 
Praise God #ScamdemicIsOver,,nurse_mean,Sun Nov 08 07:45:27 +0000 2020,XXXX,99999.99,99999.99, positive 
#AmericaDecides2020 #USElectionResults2020 #USElection2020 whatta lovely speech! #USAelection2020,,AashimaBangia,Sun Nov 08 07:45:30 +0000 2020,XXXX,99999.99,99999.99, positive 
A little more #USElection2020 joy for Sunday morning,,ruthgarde,Sun Nov 08 07:45:32 +0000 2020,XXXX,99999.99,99999.99, positive 
Der Spiegel Reprises Famous Trump Cover After Biden Win. #USElectionResults2020  https//t.co/lGozT5afKN,,SuhaibZuberi,Sun Nov 08 07:45:34 +0000 2020,XXXX,99999.99,99999.99, positive 
#USElectionResults2020 #Trump2020 he is always ahead of the game  ,,jacquelinerands,Sun Nov 08 07:45:34 +0000 2020,XXXX,99999.99,99999.99,neutral
America voted for the better. Oh happy day #KamalaHarris #VicePresidentElectHarris #JoeBiden,,SambaMFrance,Sun Nov 08 07:45:41 +0000 2020,XXXX,99999.99,99999.99, positive 
I congratulated @JoeBiden for winning of United State Of America Presidential Election. I hope India-USA relationship will be more stronger... #USElectionResults2020,,ashutosh_swasth,Sun Nov 08 07:45:44 +0000 2020,XXXX,99999.99,99999.99, positive 
#USAElection2020 @JoeBiden @realDonaldTrump   He who laughs last laughs best https//t.co/Taam8BGoFA,,labbanf,Sun Nov 08 07:45:44 +0000 2020,XXXX,99999.99,99999.99, positive 
My kinda account.,,jackielerm,Sun Nov 08 07:45:44 +0000 2020,XXXX,99999.99,99999.99,neutral
#USElectionResults2020 This has aged well . Did we have Al Gore as US President ? https//t.co/zod1ZwrAF6,,Satyanewshi,Sun Nov 08 07:45:45 +0000 2020,XXXX,99999.99,99999.99, positive 
#electionmemes #USElectionResults2020 #PresidentElectJoe how it started      how it s going  https//t.co/U8QnwKZUxY,,21stRainbow,Sun Nov 08 07:45:47 +0000 2020,XXXX,99999.99,99999.99,neutral
"#USElection2020  While I May Be The First, I Won t Be The Last Female VP , Says @KamalaHarris https//t.co/kvDgzDR9vu",,BTBreakingTimes,Sun Nov 08 07:45:52 +0000 2020,XXXX,99999.99,99999.99, positive 
"#MurdochGutterMedia is brought to you this week by the word  ""MASK"".                         #MurdochRoyalCommission",,ChattyCathyAU,Sun Nov 08 07:45:52 +0000 2020,XXXX,99999.99,99999.99,neutral
@rishibagree @realDonaldTrump after losing to @JoeBiden #USElectionResults2020 https//t.co/paB9WG52n1,,GPSMaken,Sun Nov 08 07:45:54 +0000 2020,XXXX,99999.99,99999.99,negative
Well done Ray! 12 noon Carlingford a day of thank yous and COVID distance celebration with a little pipe and drum.,,paulallenpr,Sun Nov 08 07:45:56 +0000 2020,XXXX,99999.99,99999.99, positive 
Soo. Finally modiji got a new best friend . . . #USElectionResults2020  ,,SyedSRafeeq2,Sun Nov 08 07:45:56 +0000 2020,XXXX,99999.99,99999.99, positive 
And BOOM! Covid is dead!,,drictech,Sun Nov 08 07:45:59 +0000 2020,XXXX,99999.99,99999.99,negative
"Congratulations @JoeBiden on becoming president of this country USA, hopefully you can be more balanced in choosing which one is good for the people without any such thing as racism or such a religious point of view. #Twitter #today #PresidentElectJoe #USElectionResults2020",,laodetasmin,Sun Nov 08 07:46:00 +0000 2020,XXXX,99999.99,99999.99, positive 
This man will be taking things to a next level IA..!,,AbdBinIsmail,Sun Nov 08 07:46:00 +0000 2020,XXXX,99999.99,99999.99,neutral
How long till Donald pardons himself?  #USElectionResults2020,,Joel_Hughes,Sun Nov 08 07:46:00 +0000 2020,XXXX,99999.99,99999.99, positive 
"The new FLOTUS @DrBiden  has a wonderful first name, hasn't she?  #Election2020 #Biden #USAelection2020 #FLOTUSJillBiden https//t.co/HHxNTaEUs9",,jillwint2018,Sun Nov 08 07:46:02 +0000 2020,XXXX,99999.99,99999.99, positive 
Trump who tried to cheat to win the elections is now accusing Biden to have cheated to win the election... #USAelection2020 #USElection #USA,,Clearsighting1,Sun Nov 08 07:46:02 +0000 2020,XXXX,99999.99,99999.99, positive 
#USA #USElectionResults2020 @KamalaHarris Feeling like UNITED STATES OF AMERICA again back to it's self.  Congratulations all the #USians #Americans,,rajaninu,Sun Nov 08 07:46:03 +0000 2020,XXXX,99999.99,99999.99, positive 
In 2000 the election result was close. The Supreme Court is very unlikely to overturn such a large lead.  #USElection2020 #USElectionResults2020 #USElectionResults,,Neil1808,Sun Nov 08 07:46:05 +0000 2020,XXXX,99999.99,99999.99, positive 
Truly inspiring words for girls everywhere....,,jayasrikanth,Sun Nov 08 07:46:09 +0000 2020,XXXX,99999.99,99999.99, positive 
Winner speaks to the world. #USElectionResults2020 https//t.co/3HFAX3j6fy,,Tigershark1121,Sun Nov 08 07:46:12 +0000 2020,XXXX,99999.99,99999.99, positive 
"While most of the world is watching #USElections2020 day&amp;night, there were elections in many Aftican countries, too. Authoritarian ruler #Magufuli is cracking down opposition in #TZ, #Ouattara is doing the same in #CdI. Just to name a few. Fight against authoritarianism goes on.",,franzmita,Sun Nov 08 07:46:18 +0000 2020,XXXX,99999.99,99999.99,negative
"My friend, the georgia you are talking about is a country in the Caucasus, close to Russia, not a US State. @realDonaldTrump shut up with your lies about a rigged election. #USElection2020",,SMoriz,Sun Nov 08 07:46:18 +0000 2020,XXXX,99999.99,99999.99,negative
"Personal terms agreed  American people agree  Medical on dec 14th  Unveiling jan 20 , 2021  #USElection2020",,awfmohd,Sun Nov 08 07:46:29 +0000 2020,XXXX,99999.99,99999.99, positive 
#KamalaHarris shatters the second-highest glass ceiling in the world as #America s next #VicePresident! Read at  https//t.co/aA2nMpvNvq  #KamalaHarrisVP  #KamalaHarris  #Kamala  #USElectionResults2020  #USPresidentialElection https//t.co/RSSQptvlCw,,CentreLeak,Sun Nov 08 07:46:34 +0000 2020,XXXX,99999.99,99999.99,neutral
And we did the same after Zia installed a pithu and his pimps among us . Tera Randi Rona banta hai,,Samiaimtiaz3,Sun Nov 08 07:46:35 +0000 2020,XXXX,99999.99,99999.99,neutral
"Biden defeats Trump for White House, says 'time to heal'  The Asahi Shimbun https//t.co/b5Wbhdnn8o   #USPresidentialElections2020 #JoeBiden",,AJWasahi,Sun Nov 08 07:46:36 +0000 2020,XXXX,99999.99,99999.99,negative
He doesn't want to admit   #YOUREFIRED #TrumpOut #Trump2020 #Election2020 #Election2020results #BidenHarris2020 #JoeBiden #USAelection2020 #USAelection2020 #illustration #cartoon #art #culture #KamalaHarris #dessin #drawing #draw #Caricature  https//t.co/DGei5RpzYI https//t.co/JPy8bx0QNb,,AghilesHaddadi,Sun Nov 08 07:46:39 +0000 2020,XXXX,99999.99,99999.99, positive 
More women than ever before were elected to Congress   Here are their historic 'firsts' #USAelection2020  https//t.co/ftfekebt8u,,GabrielaBCortes,Sun Nov 08 07:46:42 +0000 2020,XXXX,99999.99,99999.99,neutral
Sorry trump   #USElectionResults2020  #USElection2020 https//t.co/QaHup7xs0L,,Addy__pandit,Sun Nov 08 07:46:44 +0000 2020,XXXX,99999.99,99999.99,negative
I slept well last night even though there s trump light to get rid of this side of the pond! #USElectionResults2020 #USAisgreatagain,,CarsonGareth,Sun Nov 08 07:46:44 +0000 2020,XXXX,99999.99,99999.99, positive 
"Last month,638,000 jobs were added to the US economy. 637,000 were squeegeeing windows outside the Midtown Tunnel in NY. #NYC #USElectionResults2020 #SaturdayNightLive #UFCVegas13",,WritingComedy,Sun Nov 08 07:46:45 +0000 2020,XXXX,99999.99,99999.99,neutral
"Control of the US Senate is not likely to be decided until a January run-off in Georgia, even after Democrat Joe Biden won the White House on Saturday. Read more #USElection2020  https//t.co/Zw3Ae73E8w https//t.co/SmeFSn4vrQ",,radionewshub,Sun Nov 08 07:46:47 +0000 2020,XXXX,99999.99,99999.99, positive 
US President-elect Joe Biden Victory Speech after defeating incumbent Donald Trump  #BidenHarris2020 #USElectionResults2020 #USElection2020 https//t.co/ArOnEBWX1f,,exclusivenewstv,Sun Nov 08 07:46:54 +0000 2020,XXXX,99999.99,99999.99,negative
"When Captain America is calling you out, it s time to calm down Donald.    #TrumpTantrum #USElectionResults2020 #votersassemble",,DimensionalFool,Sun Nov 08 07:46:54 +0000 2020,XXXX,99999.99,99999.99, positive 
What started as a fight for #inclusivemobility has challenged many a barrier.  The power of inclusivity.  #USElectionResults2020 #KamalaHarrisVP,,prajwal_nagesh,Sun Nov 08 07:46:58 +0000 2020,XXXX,99999.99,99999.99,negative
" Built on bedrock science'.   Can this be the default for *all* pressing issues, please. #USAelection2020  https//t.co/5imdyD6gJp",,EuanRitchie1,Sun Nov 08 07:47:03 +0000 2020,XXXX,99999.99,99999.99, positive 
James just shared this video of Joe Biden talking about South Africa #USAelection2020 #JoeBiden2020 https//t.co/rqkyD34JPl,,Makopole_,Sun Nov 08 07:47:04 +0000 2020,XXXX,99999.99,99999.99, positive 
Congratulations sir           @JoeBiden  #USElectionResults2020 #JoeBidenKamalaHarris2020  #JoeBidenPresidentElect,,AmithRaja,Sun Nov 08 07:47:05 +0000 2020,XXXX,99999.99,99999.99, positive 
@LisaMillar Have seen their speeches several times today and reckon it will be a long time before I tire of the repeats. The world seems to have breathed a collective sigh of relief #USAelection2020 #BidenHarris2020,,QuandiGirl22,Sun Nov 08 07:47:06 +0000 2020,XXXX,99999.99,99999.99, positive 
Congrats and you deserve a chance as it is the core essence of the democracy @JoeBiden #Elections2020 #USElectionResults2020 #Pakistan,,s_syyed,Sun Nov 08 07:47:19 +0000 2020,XXXX,99999.99,99999.99, positive 
"Joe Biden will die with vice-president Kamala Harris who will become president as The Simpsons predicted it in Season 11, Episode 17 Bart to the Future when Lisa became the first female president of the United States   #TheSimpsons #USElection2020 #Election2020 #uspoli",,justincroser,Sun Nov 08 07:47:22 +0000 2020,XXXX,99999.99,99999.99,negative
That s all.    @JoeBiden #POTUS46 @KamalaHarris https//t.co/PZ29il9qgS,,DaltonLeong,Sun Nov 08 07:47:22 +0000 2020,XXXX,99999.99,99999.99,neutral
Bit of a self indulgent story but I just went for a run and for the first time in a long time felt light. It was like I was running without carrying a weight on my shoulders. I think perhaps a lot of us have felt an unconscious burden these last 4 years. At least #USElection2020,,mr_pusskins,Sun Nov 08 07:47:23 +0000 2020,XXXX,99999.99,99999.99,negative
"So weird, the president of the US failing to accept his loss, and acting like a spoiled 10 year old who was denied by his parents to buy a toy. #USElection2020 #USElectionResults2020 #trump https//t.co/Do7wYi32Zy",,GeorgeGogua,Sun Nov 08 07:47:26 +0000 2020,XXXX,99999.99,99999.99,negative
"#JoeBiden and #KamalaHarris have won the White House, according to projections. Their victory heralds a seismic shift in American politics and brings an end to the chaotic presidency of #DonaldTrump. #USAelection2020  https//t.co/lyvxQUAvPy",,2MinutesTape,Sun Nov 08 07:47:26 +0000 2020,XXXX,99999.99,99999.99, positive 
"Biden refers to Harris as 'South Asian', not Indian @JoeBiden @KamalaHarris @SenKamalaHarris #KamalaHarris #BidenHarris2020 #bidenharis2020 #Biden #USElectionResults2020 #JoeBidenKamalaHarris2020 #JoeBidenPresidentElect #Black_Day_India_Economy   READ https//t.co/2HgFvAXvm7 https//t.co/wDgtoz0u9q",,JhalakPortal,Sun Nov 08 07:47:30 +0000 2020,XXXX,99999.99,99999.99,neutral
#Trump be like  #USPresidentialElections2020 #USElectionResults2020,,haribooper,Sun Nov 08 07:47:33 +0000 2020,XXXX,99999.99,99999.99, positive 
Congratulations President-elect @JoeBiden and @KamalaHarris on your victory in the US Presidential election. #Election2020 #USPresidentialElections2020  #BidenHarris2020 https//t.co/ioEe8X1cOk,,imuiezkhan,Sun Nov 08 07:47:34 +0000 2020,XXXX,99999.99,99999.99, positive 
Damn,,LaurenSmit12,Sun Nov 08 07:47:37 +0000 2020,XXXX,99999.99,99999.99,negative
OMG this is hilarious!!    Awesome job @MayurJumani I m going to have to send to all my RED friends who are crying right now and of course to all my BLUE friends who are celebrating right now.,,britgrl71,Sun Nov 08 07:47:38 +0000 2020,XXXX,99999.99,99999.99, positive 
74 Million people voted against you bro !! That makes you the biggest loser of all time #Loser #TrumpMeltdown #USElectionResults2020,,kartik_mathur01,Sun Nov 08 07:47:39 +0000 2020,XXXX,99999.99,99999.99,negative
Joe Biden documentary    https//t.co/QhFIaAoFvn things you didn't know before    #BidenHarris2020 #BidenHarris  #JoeBiden #Biden #Video #Obama   #USAelection2020   #Election2020  #Election2020results #PresidentElectJoe https//t.co/AgfpV2mEr1,,AllNews07845614,Sun Nov 08 07:47:40 +0000 2020,XXXX,99999.99,99999.99,neutral
Joe Biden to become the world's greatest power ... Congratulations to @JoeBiden and @KamalaHarris  #PresidentJoeBiden #USElections2020 https//t.co/PlnjjhpVY4,,GokulKalliad,Sun Nov 08 07:47:41 +0000 2020,XXXX,99999.99,99999.99, positive 
"A victory for ""We the People"", President Biden said.  https//t.co/B7GJDJGiy0  @JoeBiden @TheDemocrats @WhiteHouse   #USElectionResults2020 #Biden #BidenHarris2020 #JoeBiden #JoeBidenKamalaHarris2020",,TrueScoopNews,Sun Nov 08 07:47:42 +0000 2020,XXXX,99999.99,99999.99,neutral
@realDonaldTrump = pathetic. That's it. That's the tweet. #Loser  #ElectionFraud  #USAelection2020,,TobiasKrohmer,Sun Nov 08 07:47:43 +0000 2020,XXXX,99999.99,99999.99,negative
