tweetText,hashtags,user,date,state,latitude,longitude,sentiment
  #POTUS46 @JoeBiden   #VP46 @KamalaHarris  #Democracy #HumanRights #CivilRights #EqualRights #Women's Rights #LGBTQ Rights #Veteran's Rights #DisabilityRights #Healthcare #Education #Science #Environment #SmallBusiness   and more    https//t.co/6EoNPHwu6G | @Transition46 https//t.co/697P0VtH5x,,Rosenchild,Mon Nov 09 03:24:11 +0000 2020,XXXX,99999.99,99999.99,neutral
"There is no doubt that for the people of this village, it really means a lot. It's almost unfathomable. Perhaps their innocence and good will will work some kind of magic where magic is the only possible thing...",,Modikator,Mon Nov 09 03:24:15 +0000 2020,XXXX,99999.99,99999.99, positive 
  #POTUS46 @JoeBiden   #VP46 @KamalaHarris  #Democracy #HumanRights #CivilRights #EqualRights #Women's Rights #LGBTQ Rights #Veteran's Rights #DisabilityRights #Healthcare #Education #Science #Environment #SmallBusiness   and more    https//t.co/6EoNPHwu6G | @Transition46,,Rosenchild,Mon Nov 09 03:24:41 +0000 2020,XXXX,99999.99,99999.99,neutral
Con't 2  CTTO @beezknez @OscartheOrange #USAelection2020  The BEAST and AIRFORCE ONE salutes Trump for the last time and move their attention to Biden. The BEAST begins to carry Biden s blood samples as is d tradition W/O instructions from any one!It has been so for over 200 yrs,,Ysabeluna,Mon Nov 09 03:24:55 +0000 2020,XXXX,99999.99,99999.99,neutral
"@AlboMP No, that s socialism to not have the freedom to challenge witnessed inaccuracies. Trump could be 100% wrong but he has the right in a democracy to have suspicions proven or denied. Let democracy play out this scenario not socialism.",,Trinny61,Mon Nov 09 03:24:57 +0000 2020,XXXX,99999.99,99999.99,negative
"Bringing decency, compassion, honesty, and integrity back to the White House. #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered",,archygirl2,Mon Nov 09 03:25:24 +0000 2020,XXXX,99999.99,99999.99, positive 
Only he can break the record https//t.co/lz541WPRvI,,SaahoPrabhasfan,Mon Nov 09 03:25:30 +0000 2020,XXXX,99999.99,99999.99,neutral
"#American #news for #Americans that care about #Truth &amp; #Justice in #USA .Do not under estimate the determination of #UNITEDSTATES OF #AMERICA GOV , #FBI ,#DOJ , @GOP and @whitehouse to expose &amp; investigate #USElection2020 manual and electronic #voting irregularities #MAGAARMY",,bcgenstrike,Mon Nov 09 03:25:38 +0000 2020,XXXX,99999.99,99999.99, positive 
Aww this is so nice!,,momentswithmira,Mon Nov 09 03:25:51 +0000 2020,XXXX,99999.99,99999.99, positive 
Biden takes the prize. Love it! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:25:51 +0000 2020,XXXX,99999.99,99999.99, positive 
@EricHolthaus Meanwhile Australian PM Scott Morrison continues push fossil fuels &amp; rejects #zeroemissions. He rebuffs Joe Biden push for stronger #ClimateAction which other major trading partners of OZ also embraced. #auspol #ausecon #climatechange #USElection2020,,vjmahon,Mon Nov 09 03:25:59 +0000 2020,XXXX,99999.99,99999.99,negative
Today's picks BIOCON CIPLA ITC INDIA GLYCOL   #Mondaythoughts #investingnews #investing #investors #stocks #Nifty #Banknifty #StockMarket #IndianArmy #COVID19 #NASDAQ #banking #StocksToTrade #TradingView #Investment #quotes #IPL2020 #USElection #USPresidentialElections2020,,DalalStreet5,Mon Nov 09 03:26:14 +0000 2020,XXXX,99999.99,99999.99, positive 
  #POTUS46 @JoeBiden   #VP46 @KamalaHarris  #Democracy #HumanRights #CivilRights #EqualRights #Women's Rights #LGBTQ Rights #Veteran's Rights #DisabilityRights #Healthcare #Education #Science #Environment #SmallBusiness   and more    https//t.co/6EoNPHwu6G | @Transition46 https//t.co/h6pfArTMBS,,Rosenchild,Mon Nov 09 03:26:26 +0000 2020,XXXX,99999.99,99999.99,neutral
Time to Heal America. Beautiful #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:26:28 +0000 2020,XXXX,99999.99,99999.99, positive 
"Don't forget Biden doesn't respect female boundaries. He touches, squeezes, sniffs and just overall is creepy. #USElectionResults2020",,awkc63,Mon Nov 09 03:26:32 +0000 2020,XXXX,99999.99,99999.99, positive 
"#NewsAlert | 77-year-old Joe Biden will be the oldest US President.  Trump still not ready to concede.  I may be the first woman in this office, I will not be the last VP Elect Kamala Harris  #USElections2020  Join the broadcast with @AnushaSoni23. https//t.co/2WmawIDZme",,CNNnews18,Mon Nov 09 03:26:40 +0000 2020,XXXX,99999.99,99999.99,neutral
#Trpchor @aajtak ke studio par the !!!!!,,PremKum59569232,Mon Nov 09 03:26:59 +0000 2020,XXXX,99999.99,99999.99,neutral
A President for All Americans. Let's hope it works this way. #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:27:09 +0000 2020,XXXX,99999.99,99999.99, positive 
"Imagine Kamala Harris's brown parents sitting there with her and asking ""Bas Vice President? President kyun nahi bani?""   #USElectionResults2020  #KamalaHarris #BidenHarris2020",,AbhinavChandar,Mon Nov 09 03:27:52 +0000 2020,XXXX,99999.99,99999.99,neutral
Show me what democracy looks like! This is what democracy looks like! #ShowMeWhatDemocracyLooksLike #ThisIsWhatDemocracyLooksLike #BidenHarris2020 #CountAllTheVotes #USElectionResults2020 #AllVotesMatter    YouTube https//t.co/Nd87wrpPr8,,shawntinker,Mon Nov 09 03:28:15 +0000 2020,XXXX,99999.99,99999.99, positive 
Finally 2020 is giving 'sukoon' to the citizens of US   #USElection2020,,UtkarshRaut18,Mon Nov 09 03:28:47 +0000 2020,XXXX,99999.99,99999.99, positive 
@12News   #POTUS46 @JoeBiden   #VP46 @KamalaHarris  #Democracy #HumanRights #CivilRights #EqualRights #Women's Rights #LGBTQ Rights #Veteran's Rights #DisabilityRights #Healthcare #Education #Science #Environment #SmallBusiness   and more    https//t.co/6EoNPHwu6G | @Transition46,,Rosenchild,Mon Nov 09 03:28:48 +0000 2020,XXXX,99999.99,99999.99,neutral
If #trump has no intention to do any work for the next 74 days - can he be paid out in lieu and asked to leave?? #USElection2020,,miss_moo,Mon Nov 09 03:28:53 +0000 2020,XXXX,99999.99,99999.99,negative
"@TarekFatah Indians are famous for back-stabbing their own people and motherland. If this wouldn't have been the case, these #Jihaadis #Mughals wouldn't have ruled #India. There are may #jaichands in #Hindus #USElectionResults2020",,KaalaTatta11,Mon Nov 09 03:28:58 +0000 2020,XXXX,99999.99,99999.99,neutral
@azfamily   #POTUS46 @JoeBiden   #VP46 @KamalaHarris  #Democracy #HumanRights #CivilRights #EqualRights #Women's Rights #LGBTQ Rights #Veteran's Rights #DisabilityRights #Healthcare #Education #Science #Environment #SmallBusiness   and more    https//t.co/6EoNPHwu6G | @Transition46,,Rosenchild,Mon Nov 09 03:29:06 +0000 2020,XXXX,99999.99,99999.99,neutral
"""Hope is back on the table""; @JoeBiden is the next president of the United States   what does it mean for sustainability in Asia Pacific? #USelection2020 https//t.co/h0QyxFUABM",,ecobusinesscom,Mon Nov 09 03:29:14 +0000 2020,XXXX,99999.99,99999.99, positive 
Guess the celebrity   #USElectionResults2020 https//t.co/tFSxAY0mO8,,beinghuman_kash,Mon Nov 09 03:29:15 +0000 2020,XXXX,99999.99,99999.99,neutral
#USElections2020| President-Elect Joe Biden's first order of business would be Covid-19; Trump continues to reject projected election results.   Follow LIVE UPDATES here  https//t.co/AGuVIWZppq,,IndianExpress,Mon Nov 09 03:29:20 +0000 2020,XXXX,99999.99,99999.99,negative
@ujohnnyg   #POTUS46 @JoeBiden   #VP46 @KamalaHarris  #Democracy #HumanRights #CivilRights #EqualRights #Women's Rights #LGBTQ Rights #Veteran's Rights #DisabilityRights #Healthcare #Education #Science #Environment #SmallBusiness   and more    https//t.co/6EoNPHwu6G | @Transition46,,Rosenchild,Mon Nov 09 03:29:35 +0000 2020,XXXX,99999.99,99999.99,neutral
"China s official reaction to Biden s election victory has so far been muted, with no public congratulations from President Xi Jinping.  #USElections2020 #JoeBiden  https//t.co/iatA2zT8j2",,DeccanHerald,Mon Nov 09 03:29:41 +0000 2020,XXXX,99999.99,99999.99, positive 
#American #news #media for #Americans that care about #Truth &amp; #Justice in #USA many under estimate the determination of people that ARE the #UNITEDSTATES OF #AMERICA TO A FAIR ELECTION ! FIGHT FOR WHAT IS RIGHT #GOP #USElection2020 #MAGA #STOPTHESTEAL #MAGAARMY @FBI,,bcgenstrike,Mon Nov 09 03:29:41 +0000 2020,XXXX,99999.99,99999.99, positive 
@angelmendoza___   #POTUS46 @JoeBiden   #VP46 @KamalaHarris  #Democracy #HumanRights #CivilRights #EqualRights #Women's Rights #LGBTQ Rights #Veteran's Rights #DisabilityRights #Healthcare #Education #Science #Environment #SmallBusiness   and more    https//t.co/6EoNPHwu6G | @Transition46,,Rosenchild,Mon Nov 09 03:29:49 +0000 2020,XXXX,99999.99,99999.99,neutral
Such a wonderful cover! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:29:51 +0000 2020,XXXX,99999.99,99999.99, positive 
@KOLDNews   #POTUS46 @JoeBiden   #VP46 @KamalaHarris  #Democracy #HumanRights #CivilRights #EqualRights #Women's Rights #LGBTQ Rights #Veteran's Rights #DisabilityRights #Healthcare #Education #Science #Environment #SmallBusiness   and more    https//t.co/6EoNPHwu6G | @Transition46,,Rosenchild,Mon Nov 09 03:29:59 +0000 2020,XXXX,99999.99,99999.99,neutral
"  Kamala Harris has made history She is the first woman, the first Black person and the first person of Indian descent to be elected vice president.  https//t.co/10K6bgkLLP .. Picture Celeste Sloman from New York Times @nytimes   #USelection2020",,_wearetheTRIBE,Mon Nov 09 03:30:04 +0000 2020,XXXX,99999.99,99999.99,neutral
Thank you Scotland! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:30:08 +0000 2020,XXXX,99999.99,99999.99, positive 
Thank you Ireland! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:30:24 +0000 2020,XXXX,99999.99,99999.99, positive 
No comment needed. #USElectionResults2020 https//t.co/EpqCfrT00v,,TheSawgee,Mon Nov 09 03:30:54 +0000 2020,XXXX,99999.99,99999.99,negative
Thank you France! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:31:00 +0000 2020,XXXX,99999.99,99999.99, positive 
'A weight has been lifted' - #DC residents react to #Biden's victory  #PresidentialElection2020 #USElection2020 #BidenHarris2020 https//t.co/CU9pRORuKN,,Ruptly,Mon Nov 09 03:31:00 +0000 2020,XXXX,99999.99,99999.99,neutral
"Biden derrota a Trump, indeed! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered",,archygirl2,Mon Nov 09 03:31:27 +0000 2020,XXXX,99999.99,99999.99,neutral
"A #Republican from #Michigan won #reelection after officials corrected a glitch in the counting system that turned out in his favour, and added over 1,000 votes for the incumbent.  #USElections #USElectionResults, #ElectionResults2020  https//t.co/zt5aVmwMOo",,league_of_india,Mon Nov 09 03:31:32 +0000 2020,XXXX,99999.99,99999.99, positive 
Must watch!,,kathiravan_na,Mon Nov 09 03:31:39 +0000 2020,XXXX,99999.99,99999.99,neutral
  #POTUS46 @JoeBiden   #VP46 @KamalaHarris  #Democracy #HumanRights #CivilRights #EqualRights #Women's Rights #LGBTQ Rights #Veteran's Rights #DisabilityRights #Healthcare #Education #Science #Environment #SmallBusiness   and more    https//t.co/6EoNPHwu6G | @Transition46,,Rosenchild,Mon Nov 09 03:31:45 +0000 2020,XXXX,99999.99,99999.99,neutral
Thank you Poland! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:32:06 +0000 2020,XXXX,99999.99,99999.99, positive 
Awesome,,JulieParker144,Mon Nov 09 03:32:07 +0000 2020,XXXX,99999.99,99999.99, positive 
THank you Italy! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:32:18 +0000 2020,XXXX,99999.99,99999.99, positive 
@reshmasaujani @DrBiden   #POTUS46 @JoeBiden   #VP46 @KamalaHarris  #Democracy #HumanRights #CivilRights #EqualRights #Women's Rights #LGBTQ Rights #Veteran's Rights #DisabilityRights #Healthcare #Education #Science #Environment #SmallBusiness   and more    https//t.co/6EoNPHwu6G | @Transition46,,Rosenchild,Mon Nov 09 03:32:23 +0000 2020,XXXX,99999.99,99999.99,neutral
"Again, this is evidence of ballot backdating, manufacturing of software tampering. @TherealDonaldTrump @JoeBiden @Twitter #USAElections2020 #USElection2020",,ChristoK5,Mon Nov 09 03:32:28 +0000 2020,XXXX,99999.99,99999.99,neutral
Four Seasons in one day... #fourseasonslandscaping #neilfinn #crowdedhouse #USElection2020 #bidenharris #byedon https//t.co/JYWCjDe43q,,TheSurrealMcCoy,Mon Nov 09 03:32:30 +0000 2020,XXXX,99999.99,99999.99,neutral
Thank you Der Spiegel! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:32:39 +0000 2020,XXXX,99999.99,99999.99, positive 
At the same time he will do good to #Pakistan As he was awarded in late 2000s the highest civilian Award in pak.  #USElections2020  #BidenHarris2020  #AmericaDecides  #CNNElection,,HTANOAMAR,Mon Nov 09 03:33:13 +0000 2020,XXXX,99999.99,99999.99, positive 
The World has spoken! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:33:14 +0000 2020,XXXX,99999.99,99999.99,neutral
.@therealdonaldtrump   This is what you look like right now. https//t.co/x1sK9HtkEl,,stevejust,Mon Nov 09 03:33:14 +0000 2020,XXXX,99999.99,99999.99, positive 
It s fitting that the press conference was accidentally held at the wrong place between a sex toy shop &amp; a crematorium.  Trump s election loss is a political death of a dildo whose becoming president was a mistake to begin with    #USElection2020    https//t.co/09DECcFzCf,,qureshik74,Mon Nov 09 03:33:21 +0000 2020,XXXX,99999.99,99999.99,negative
Thank you India Express! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:33:43 +0000 2020,XXXX,99999.99,99999.99, positive 
Congrats Mr President of USA @JoeBiden ..we hope all the religion treated as same in ur Era ...once again congrats to ur stunning victory.. #JOEBIDEN2020 #USElectionResults2020 #grandmufti #India,,ik_musthafa,Mon Nov 09 03:34:03 +0000 2020,XXXX,99999.99,99999.99, positive 
Awesome  ,,nope_much,Mon Nov 09 03:34:05 +0000 2020,XXXX,99999.99,99999.99, positive 
Thank you Australia! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:34:20 +0000 2020,XXXX,99999.99,99999.99, positive 
This is why I love Australia! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:34:39 +0000 2020,XXXX,99999.99,99999.99, positive 
Beautiful  ,,MadamPublishing,Mon Nov 09 03:34:42 +0000 2020,XXXX,99999.99,99999.99, positive 
.@realDonaldTrump -- Psst.... This is what you look like right now  https//t.co/x1sK9HtkEl,,stevejust,Mon Nov 09 03:35:03 +0000 2020,XXXX,99999.99,99999.99, positive 
 apparently these savage replies are not peculiar to Nigeria   #USElections2020 https//t.co/pBXitnn9en,,sther247,Mon Nov 09 03:35:04 +0000 2020,XXXX,99999.99,99999.99,negative
 until they figured out how to manipulate the mail in ballots,,hibernian1962,Mon Nov 09 03:35:24 +0000 2020,XXXX,99999.99,99999.99,neutral
Thank you Abu-Dhabi! #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered,,archygirl2,Mon Nov 09 03:35:28 +0000 2020,XXXX,99999.99,99999.99, positive 
"@prageru It is just frightening and the most irrational, unconstitutional practice possible (without tighter regulation) [and even then ^!^ its a definite eyebrow-raiser]. And so blatant... @prageru #USElection2020",,Rob_W_Adams,Mon Nov 09 03:35:30 +0000 2020,XXXX,99999.99,99999.99,negative
@shirleysime @Miss_Fedelm @BreitbartNews #POTUS46 @realDonaldTrump WON...  Democrats know he did....    @SpeakerPelosi cheaters never win Battles...  they commit WarCrimes...   Pelosi still keeping her Sova Owls in Hunter's coop for @JoeBiden...? https//t.co/3sh0PfdC0F,,RepFarnesworth,Mon Nov 09 03:35:31 +0000 2020,XXXX,99999.99,99999.99, positive 
"132,000 new ballots found. #USElection2020",,tweetingsourav,Mon Nov 09 03:35:36 +0000 2020,XXXX,99999.99,99999.99,neutral
At the time of #USElectionResults2020 Brilliant ad... Watch till the end...    @realDonaldTrump @KamalaHarris @JoeBiden #India #Afghanistan #Pakistan @majorgauravarya @GautamGambhir @BearGrylls @MEAIndia #GreatBritain https//t.co/gtmYRNRY09,,DarrenVirk,Mon Nov 09 03:35:44 +0000 2020,XXXX,99999.99,99999.99, positive 
#digitalsoldiers Time to #FightBack and #StopTheSteal #HoldTheLine join @ScottLoBaido at the National Mall in DC noon on Sunday November 15 #StopTheInfiltration #DrainTheSwamp @GenFlynn @DanScavino @MariaBartiromo @RudyGiuliani @JuliansRum,,Jemr67,Mon Nov 09 03:36:18 +0000 2020,XXXX,99999.99,99999.99, positive 
@realDonaldTrump Do you ever read or remember what you tweet? Dementia is getting you good. You're fired!!! #TrumpMeltdown  #TrumpCollapse  #USElection  #USElection2020  #USElections  #USAElections2020  #TrumpIsACriminal  #TrumpIsLosing  #TrumpIsUnfitForOffice https//t.co/acGBkwSIru,,CorreaMilind,Mon Nov 09 03:36:19 +0000 2020,XXXX,99999.99,99999.99,negative
 #Socialism is a political theory of organization which advocates that the community should be regulated as a whole.   #JoeBiden s first act as #POTUS46 is to require all Americans to wear #masks when they step outside their door. You will be fined. #COVID19 https//t.co/5OIsiVr1Nl,,AnnFishman,Mon Nov 09 03:36:53 +0000 2020,XXXX,99999.99,99999.99,neutral
"@realDonaldTrump really just lost the election by a whisker in swing states. The United States hasn t chosen any change, 49% of them are ok with #Trump policies &amp; 49% just always vote for @TheDemocrats   Media=facts, not opinions. Sell news not stories #USElectionResults2020",,amitkumar17,Mon Nov 09 03:37:19 +0000 2020,XXXX,99999.99,99999.99, positive 
Meme Thread on #USElections2020,,ABCreations01,Mon Nov 09 03:37:25 +0000 2020,XXXX,99999.99,99999.99,neutral
#Bangladesh Prime Minister #SheikhHasina has sent her warmest regards and congratulations to President-Elect @JoeBiden and VP-Elect @KamalaHarris for their historic wins in #USElections2020 https//t.co/PKBK8pTNMf https//t.co/GeJGFiNylZ,,Jononetri,Mon Nov 09 03:37:26 +0000 2020,XXXX,99999.99,99999.99, positive 
America is blessed to have the dynamic and committed #DrJillBiden as their First Lady. Now two incredibly intelligent &amp; strong women at the helm of affairs!  https//t.co/B1fQZXnqHJ #WomenLead  #USElections2020,,BatullT,Mon Nov 09 03:37:28 +0000 2020,XXXX,99999.99,99999.99, positive 
@TwitterMoments   #POTUS46 @JoeBiden   #VP46 @KamalaHarris  #Democracy #HumanRights #CivilRights #EqualRights #Women's Rights #LGBTQ Rights #Veteran's Rights #DisabilityRights #Healthcare #Education #Science #Environment #SmallBusiness   and more    https//t.co/6EoNPHwu6G | @Transition46,,Rosenchild,Mon Nov 09 03:37:33 +0000 2020,XXXX,99999.99,99999.99,neutral
"and Trump said, ""Stop all the testing, please"". #wewon #BidenHarris2020 #ByeDon #ByeByeTrump #NastyWoman #TrumpMeltdown #KamalaHarrisVP #NoMoreLies #LGBTQ #BLM #POTUS46 #EqualityForAll #Fauci #FauciHero #WearADamnMask #ScienceMatters #glassceilingshattered",,archygirl2,Mon Nov 09 03:37:41 +0000 2020,XXXX,99999.99,99999.99,neutral
@TwitterMoments   #POTUS46 @JoeBiden   #VP46 @KamalaHarris  #Democracy #HumanRights #CivilRights #EqualRights #Women's Rights #LGBTQ Rights #Veteran's Rights #DisabilityRights #Healthcare #Education #Science #Environment #SmallBusiness   and more    https//t.co/6EoNPHwu6G | @Transition46,,Rosenchild,Mon Nov 09 03:37:41 +0000 2020,XXXX,99999.99,99999.99,neutral
