tweetText,hashtags,user,date,state,latitude,longitude,sentiment
"Dear  Dr. @Swamy39,   Please have a look at Dr. Shiva Ayyadurai's analysis of US elections - Michigan. https//t.co/eFZYEbVvL9  I think you are right about trumps legal batter. #USElections2020",,SwansyDoby,Fri Nov 13 06:55:08 +0000 2020,XXXX,99999.99,99999.99, positive 
Race to white house #VoteBlueToEndTheNightmare #USElectionResults,,MaxShoewer,Fri Nov 13 06:55:25 +0000 2020,XXXX,99999.99,99999.99,neutral
New Uncertainties For Afghanistan With New American President? https//t.co/jtvM4dS7w0 #USElectionResults #USElections2020 #USPresidentialElections2020 #Afghanistan #AfghanPeaceProcess https//t.co/T5j4wpIvOp,,ASCenterPak,Fri Nov 13 06:56:15 +0000 2020,XXXX,99999.99,99999.99,negative
It s incredible that it takes an act of bravery to say that an election was secure and legit....but here we are #USElection2020,,FionaNewton77,Fri Nov 13 06:57:42 +0000 2020,XXXX,99999.99,99999.99, positive 
"Check out my Gig on Fiverr I will do creative social media designs, posts, and banners https//t.co/ld0PGalB9e  #Corona,#competition.#influencer.#influencermarketing.#fridayfeeling.#MondayMotivation.#tbt.#Fiverr ,#graphicdesign #Canada #USElection2020 #aespa",,FreelancerBD7,Fri Nov 13 06:58:17 +0000 2020,XXXX,99999.99,99999.99, positive 
"Check out my Gig on Fiverr I will design a professional Facebook cover photo banner https//t.co/ACliIIqcZQ  #Corona,#competition.#influencer.#influencermarketing.#fridayfeeling.#MondayMotivation.#wcw.#Fiverr #graphicdesign #Canada #USElection2020 #aespa",,FreelancerBD7,Fri Nov 13 06:58:29 +0000 2020,XXXX,99999.99,99999.99,neutral
"Urban planner @nithyavraman, born in India, wins a fiercely-contested race for Los Angeles City Council by defeating David Ryu.   #NithyaVRaman #India #TheIndiaFactor #USElection2020   https//t.co/1oFPEJlgdg",,moneycontrolcom,Fri Nov 13 06:58:36 +0000 2020,XXXX,99999.99,99999.99, positive 
They must feel kindly towards the half of the country who think they're cheats.,,cattesscraft,Fri Nov 13 06:58:48 +0000 2020,XXXX,99999.99,99999.99, positive 
"Check out my Gig on Fiverr I will remove background or transparent it from your photos https//t.co/0Rh1gRyBzY #Corona,#competition.#influencer.#influencermarketing.#fridayfeeling.#MondayMotivation.#Fiverr ,#graphicdesign #Canada #USElection2020 #aespa",,FreelancerBD7,Fri Nov 13 06:58:57 +0000 2020,XXXX,99999.99,99999.99,neutral
#trumpers #TrumpSupporters it may be time to break up with #Trump  #TrumpTantrum #TrumpCollapse #bidenwon #USElection2020 #USElectionResults2020   https//t.co/qkcmTRy05v,,F__kyouMinge,Fri Nov 13 06:58:58 +0000 2020,XXXX,99999.99,99999.99,neutral
Pope Francis called United States President-elect Joe Biden yesterday to congratulate him on winning the US presidential election. #USElections2020  https//t.co/09LBh8QxRa via @CatholicNewsSvc https//t.co/LkP7gu9qEL,,CathNews,Fri Nov 13 07:00:00 +0000 2020,XXXX,99999.99,99999.99, positive 
Indisputable evidence of fraud #USElectionResults #Election2020results,,bramerius,Fri Nov 13 07:00:15 +0000 2020,XXXX,99999.99,99999.99,negative
US election security officials reject Trump s fraud claims  #USElectionResults #Election2020results #voterfraud #Trump #Biden  https//t.co/1s7mRnuhh4,,DailyUSTimes,Fri Nov 13 07:00:23 +0000 2020,XXXX,99999.99,99999.99,negative
Donald Trump attacks Fox News  #FoxNews #Trump #attack #USElectionResults   https//t.co/gcgMw0jHmy,,DailyUSTimes,Fri Nov 13 07:00:59 +0000 2020,XXXX,99999.99,99999.99,negative
@realDonaldTrump just won #Alaska in the #USElection2020,,juanjanad,Fri Nov 13 07:01:06 +0000 2020,XXXX,99999.99,99999.99, positive 
Biden was projected to win Arizona after more than a week of vote counting. https//t.co/5WgJqVtc5e @JoeBiden #USElectionResults,,DubaiEye1038FM,Fri Nov 13 07:01:28 +0000 2020,XXXX,99999.99,99999.99, positive 
"Biden wins Arizona, flipping a longtime Republican stronghold  #Biden #Arizona #ElectionResults2020 #USElectionResults2020   https//t.co/TqIQ0qp39C",,DailyUSTimes,Fri Nov 13 07:01:30 +0000 2020,XXXX,99999.99,99999.99, positive 
Please have a look at Dr. Shiva Ayyadurai's analysis of US elections - Michigan. https//t.co/p0z72k4wGK  I think you are right about trumps legal battle. #USElections2020,,swamyfan4,Fri Nov 13 07:02:04 +0000 2020,XXXX,99999.99,99999.99, positive 
Biden was projected to win Arizona after more than a week of vote counting. https//t.co/C8rvod9go6 @JoeBiden #USElectionResults,,ARNNewsCentre,Fri Nov 13 07:02:39 +0000 2020,XXXX,99999.99,99999.99, positive 
Former #Nevada AG Adam Laxalt  there is absolutely voter fraud ... confirmed dead voters   #Elections2020 #elections #ElectionResults2020 #ELECTIONINTERFERENCE #ElectionMeddling #USElection #USElection2020 #PresidentialElection2020 #voterfruad #voterfraud #Tucker #TuckerCarlson,,budsuri,Fri Nov 13 07:02:46 +0000 2020,XXXX,99999.99,99999.99,negative
I would no longer like to accept a country that does not manage to present a final and universally accepted election result 10 days after the election as a protective power and beacon of the world. #USElectionResults2020 #USAElections2020,,tpgerwe,Fri Nov 13 07:03:29 +0000 2020,XXXX,99999.99,99999.99, positive 
The authors might be interested to check the dissemination of #disinformation / #misinformation  about #USPresidentialElections2020  in #Taiwan  recently.,,Yachi_Chiang,Fri Nov 13 07:04:23 +0000 2020,XXXX,99999.99,99999.99, positive 
Dear  @i_amdinesh  Please have a look at Dr. Shiva Ayyadurai's analysis of US elections - Michigan. https//t.co/p0z72k4wGK  I think you are right about trumps legal battle. #USElections2020,,swamyfan4,Fri Nov 13 07:04:23 +0000 2020,XXXX,99999.99,99999.99, positive 
@JoeBiden has officially won #Arizona according to @CNN   #USElectionResults #USElection2020 #USElection  https//t.co/nIGAa5M8sB https//t.co/uNG76CRfkq,,NewsAustralians,Fri Nov 13 07:04:32 +0000 2020,XXXX,99999.99,99999.99, positive 
@realDonaldTrump Learn something from him #americaelection2020 #USElectionResults2020 https//t.co/rwGE5pH2PA,,i_Ganeshsai,Fri Nov 13 07:05:11 +0000 2020,XXXX,99999.99,99999.99,neutral
The latest The Los Angeles DUI Attorney Cost Daily! https//t.co/vzPlyV1J3E Thanks to @ModiThorson @clinton_ibarra #uselection2020 #biden,,AttorneyLADUI,Fri Nov 13 07:05:18 +0000 2020,XXXX,99999.99,99999.99, positive 
#USElections2020 new results are coming! @guardian https//t.co/WnLCXMhG5h,,FENNICHE,Fri Nov 13 07:05:22 +0000 2020,XXXX,99999.99,99999.99,neutral
"https//t.co/ZqD491xCbq  Premium #domainname for sale  Buy @ https//t.co/Srqtbr7D6A $199  easypayments .com SOLD for $65,000  payments .com SOLD for $150,000  #startup #Entrepreneur #payment #investor #brand #Trump #Finance #Biden #USElections2020 https//t.co/6GvwRZY2wq",,discerningdmain,Fri Nov 13 07:05:45 +0000 2020,XXXX,99999.99,99999.99,neutral
"Continuing complaints by Trump and his supporters that the vote was rigged despite overwhelming evidence to the contrary demonstrating that the ""Silent Majority"" are neither silent, nor in fact the majority. #USElection2020",,DominicYoue,Fri Nov 13 07:06:31 +0000 2020,XXXX,99999.99,99999.99,negative
@realDonaldTrump is my president. The best ever the United States of America has ever witnessed!   #MAGAA2020 #ElectionDay #TrumpLandslide #TRUMP2020ToSaveAmerica #TrumpSupporters #DonaldTrump #TrumpConcede #USElectionResults2020 #USAElections2020,,itsthememegod,Fri Nov 13 07:06:56 +0000 2020,XXXX,99999.99,99999.99, positive 
"@KamalaHarris @JoeBiden Joe Biden's win is definitely fueling the Indian markets,"" Kshitij Anand collates views from various experts on sectors that could benefit the most from Biden win. Looking forward to seeing his admin working with African continent   #JoeBiden #Markets #India #USElection2020",,BELOMBA,Fri Nov 13 07:07:49 +0000 2020,XXXX,99999.99,99999.99, positive 
The Sangh Parivar s arms in the United States were ready for either possibility. Made generous donations to ensure their influence on the eventual victors of the US election.  #RSS #USElections2020  How the American Sangh hopes to win the 2020 US elections https//t.co/T54LxxP57J,,Taru_Sarvesh,Fri Nov 13 07:08:12 +0000 2020,XXXX,99999.99,99999.99, positive 
"I wonder what world leaders, diplomats etc think about Trump's unwillingness to accept defeat? Any outliers?  #USElectionResults",,D_Melissa2,Fri Nov 13 07:08:40 +0000 2020,XXXX,99999.99,99999.99,negative
@DiePlaasPatriot If they can rig #USElectionResults one can only imagine how easy it is to steal it here!,,NagelAdriaan,Fri Nov 13 07:09:02 +0000 2020,XXXX,99999.99,99999.99,negative
Looking for Logo designer? Get 50% OFF on Logo design! Visit https//t.co/y1Qxp5i6CS  #Logo #logodesign #Logodesigner #USElection2020  #Vote2020 #USA #AmericaDecides2020 #Trump2020  #USAElections2020 #AmericanDelusion #Biden2020  @sme_rt @FatalRTs @BlazedRTs @StreamersRtw https//t.co/PJPqLYS47e,,andrewsimonpro,Fri Nov 13 07:10:03 +0000 2020,XXXX,99999.99,99999.99,neutral
"@JChapmanesq Topical too ""hey Joe, you wanna give it a go"" #USElection2020",,myfizzypop,Fri Nov 13 07:10:26 +0000 2020,XXXX,99999.99,99999.99,neutral
Really heartening to see two Americans - @WalterAKerr &amp; @macon - who served in the Obama admin holding up #Taiwan as a model of democratic resilience. Want to 2nd @Yachi_Chiang's call though for gov't &amp; civil society here to do a better job combating disinfo about #USElection2020,,catielila,Fri Nov 13 07:11:19 +0000 2020,XXXX,99999.99,99999.99, positive 
#USElection2020 #USElectionResults  Recount? Not needed with #SmartVoting. All your votes are stored on the #Blockchain and you can stare at your vote 100 times a day. Worried that someone will hack it? Impossible. Did you see people hack #Bitcoin so far? No. #Ardor,,wire_master,Fri Nov 13 07:12:00 +0000 2020,XXXX,99999.99,99999.99,negative
"The first #Telephone conversation between #PrimeMinister  #NarendraModi and #USElection2020 #President #JoeBiden will happen in due course at a mutually convenient time, the #Indian #externalaffairs.. #ministry  #PMOIndia #BJP #ModiHaiToMumkinHai #Economic https//t.co/1tPh2a59JY",,JagrookSiraj,Fri Nov 13 07:12:34 +0000 2020,XXXX,99999.99,99999.99,neutral
"@jameslankford  Thank you for insisting that President elect @JoeBiden be given Presidential Daily Briefings so he may be fully prepared to take over as #POTUS46  I suggest, however, he get more than the coloring &amp; activity book issued to #POTUS45 Thx @cspanwj @OnPointRadio @1a",,StienWmf,Fri Nov 13 07:12:39 +0000 2020,XXXX,99999.99,99999.99, positive 
Let s Make Landscaping Total Again!   #USElections2020 #BidenHarris2020,,magicspin,Fri Nov 13 07:12:43 +0000 2020,XXXX,99999.99,99999.99,neutral
https//t.co/WL912f7Jjq               Best one yet #DonaldTrump #USPresidentialElections2020,,bakerfiona72,Fri Nov 13 07:13:28 +0000 2020,XXXX,99999.99,99999.99, positive 
VERY VERY IMPORTANT,,Rasheed51105128,Fri Nov 13 07:13:57 +0000 2020,XXXX,99999.99,99999.99, positive 
Still available 7.150. Please rt  #ABetterTime #TWICEASTALL #30BG,,sir_oluwafemi,Fri Nov 13 07:14:12 +0000 2020,XXXX,99999.99,99999.99, positive 
More Detail--- https//t.co/OEQRdmaZwt #USElectionResults2020 #USAelection2020 https//t.co/opzV2Sezsi,,news10channel,Fri Nov 13 07:14:25 +0000 2020,XXXX,99999.99,99999.99,neutral
@washingtonpost Trump should talk to Russia about that and the 2016 presidential election results too. ANY RIGGING IS TO HIS SOLE ADVANTAGE.  @realDonaldTrump @washingtonpost #TrumpConcede #TrumpTantrum #TrumpMeltdown #TrumpIsALaughingStock #USElection2020 #USAElections2020,,EnolaGrae,Fri Nov 13 07:15:28 +0000 2020,XXXX,99999.99,99999.99, positive 
"Twitter flagged 300,000 'misleading' US election tweets.  Via @rtenews #USElection2020   https//t.co/WOzKC3zmDa",,rte,Fri Nov 13 07:15:53 +0000 2020,XXXX,99999.99,99999.99,negative
@BBCNews @BBCBreaking @BBCWorld WHY do you still insist to hide the truth about #USElectionResults ?,,HelenUribista,Fri Nov 13 07:18:19 +0000 2020,XXXX,99999.99,99999.99, positive 
@McAllisterDen I LOVE THAT #USElectionResults  #RedWave2020,,EugeneVlasov4,Fri Nov 13 07:18:28 +0000 2020,XXXX,99999.99,99999.99, positive 
"@CeciBruja @tamargevorkian @KimKardashian Az attacked this time during a #pandemic #covid19 and #USElection2020 . Bomb hospitals so that no one can get treated for #COVID &amp; stuck in stuffy bomb shelters.  So not only was there #warcrimes committed, #ethniccleansing #chemicalattacks but also #biowarfare",,JewelzForever,Fri Nov 13 07:18:48 +0000 2020,XXXX,99999.99,99999.99,negative
Your shopify promo  https//t.co/2TwF3ZGCKu #FridayMotivation #FridayFeeling #FridayThoughts #NdikhokheleRemix #BetterTogether #BLACKPINK #AskWizkid @realDonaldTrump #HappyDiwali #USElection2020 #RIPJerryRawlings #RCBvSRH #writingforcorpse #TWICEASTALL #PlayStation5,,KrishKu73803777,Fri Nov 13 07:19:16 +0000 2020,XXXX,99999.99,99999.99,neutral
"@realDonaldTrump #Trump wrote  These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot! https//t.co/vcwbTK5UfU  #America #USAelection2020 #Americans",,G_Chinellato,Fri Nov 13 07:19:45 +0000 2020,XXXX,99999.99,99999.99, positive 
"By following a narcissistic liar and his supporters, the common, so-called patriotic Republicans are single-handedly driving the US into bankruptcy as a beacon of civilization and leading democracy. #USElection2020 #JoeBiden #DonaldTrump",,Arjan661,Fri Nov 13 07:20:05 +0000 2020,XXXX,99999.99,99999.99,negative
@realDonaldTrump @seanhannity @LouDobbs Please Keep the country  #USA #USElection2020 first; much before @realDonaldTrump ; then you can #MakeAmericaGreatAgain ; #US the only leader of the free world.   @tedcruz @newtgingrich @senatemajldr #FoxNews #CNN,,manimamallan,Fri Nov 13 07:20:08 +0000 2020,XXXX,99999.99,99999.99, positive 
"Yes, the responsibility of the press is to report the truth, try to be as objective as possible. The rest should be left for the reader to think, but not brainwash them by spreading fake news. I am disappointed with Fox, CNN and most media in US. #USElection2020",,hongkongerhihi,Fri Nov 13 07:22:33 +0000 2020,XXXX,99999.99,99999.99,negative
"@realDonaldTrump But, the local officials say the counting of the mail-in balots will continue till December 3, 2020. #FakeNews #USElections2020 #AFPFactCheck  https//t.co/CnJY2opZet",,akhilr23,Fri Nov 13 07:22:49 +0000 2020,XXXX,99999.99,99999.99,neutral
"Wow total media black out on US voter fraud, Commissor of the election confident that election is illegimate #USElection2020 #abc730 @theage #SBS #Trump2020 @realDonaldTrump   https//t.co/lXSPcJ7aTh",,HewittAngus,Fri Nov 13 07:23:26 +0000 2020,XXXX,99999.99,99999.99, positive 
"2020 @Conservatives   How it Started Oven Ready Deal, Take Back Control  How it's Going Will Give Oral for US Trade Deal  #USElection2020 #Brexit",,SongoftheOss,Fri Nov 13 07:24:14 +0000 2020,XXXX,99999.99,99999.99, positive 
Fact check Evidence undermines Trump campaign's claims of dead people voting in Georgia  #USElectionResults2020 #Trump2020   https//t.co/uGEyWfP6Bh,,Bhaswati19Guha,Fri Nov 13 07:24:24 +0000 2020,XXXX,99999.99,99999.99,negative
"No evidence of lost, deleted or changed votes US election officials... #USElectionResults #USPresidentialElections2020 #USElection2020  @JoeBiden   @KamalaHarris   @Mike_Pence   @VP   @realDonaldTrump  #WSJ   https//t.co/kBWvEZmVoB",,drjknanda,Fri Nov 13 07:27:43 +0000 2020,XXXX,99999.99,99999.99,negative
Trump in a nutshell.  A memento for the future.  #USElection2020,,emmyzen,Fri Nov 13 07:27:57 +0000 2020,XXXX,99999.99,99999.99,neutral
Spot on  ,,tyktosse,Fri Nov 13 07:28:15 +0000 2020,XXXX,99999.99,99999.99,neutral
After the #USPresidentialElections2020 Twitter s next target will be the Indian Elections. @AmitShah @PMOIndia Please wake up and smell the coffee.,,NationRighteous,Fri Nov 13 07:28:44 +0000 2020,XXXX,99999.99,99999.99, positive 
"If I ve contributed in any way to the misinformation out there, please let me apologise. It was not my intention.... #USElection2020",,TheRealTrump256,Fri Nov 13 07:28:51 +0000 2020,XXXX,99999.99,99999.99, positive 
"#USElections2020 ""Most Secure in US History"" --- Department of Homeland Security  https//t.co/QFCLj2wzke https//t.co/YuSsIIF5e8",,EA_WorldView,Fri Nov 13 07:29:27 +0000 2020,XXXX,99999.99,99999.99, positive 
All the signs point to it the next president of the USA will be Democrat @JoeBiden   with VP @KamalaHarris by his side. What does the Democratic duo s victory mean for #transatlantic relations?  #USElections2020 analysis by regional director @thomas_ilka https//t.co/1x3pFZHuq4,,fnfeurope,Fri Nov 13 07:30:00 +0000 2020,XXXX,99999.99,99999.99,neutral
Lesser of two evils.  #USImperialism  #GammonOverRancidOrange #USElections2020,,saimmahala,Fri Nov 13 07:30:01 +0000 2020,XXXX,99999.99,99999.99,negative
This was the safest election in US history. PERIOD. #USElection2020,,wieGoethe,Fri Nov 13 07:30:11 +0000 2020,XXXX,99999.99,99999.99, positive 
More #FakeNewsMedia    #USElection2020  ,,LisaMic75251596,Fri Nov 13 07:30:15 +0000 2020,XXXX,99999.99,99999.99,neutral
"It is a heart-warming American story in which Indians somehow see themselves as participants reminding, Pratibha Patil, that glass ceiling for a female head of state has been broken long back.  #USElections2020",,19grewal,Fri Nov 13 07:31:04 +0000 2020,XXXX,99999.99,99999.99,negative
"Report issued just after #Trump tweets conspiracy theory ""2.7 MILLION VOTES DELETED""  Commission analysis prompted by ""baseless claims of voter fraud that none of us have seen any evidence of""  Trump team trying to remove officials monitoring --- and debunking --- rumors",,ScottLucas_EA,Fri Nov 13 07:31:11 +0000 2020,XXXX,99999.99,99999.99,negative
Chairman of Joint Chiefs of Staff makes clear where his loyalties lie.  #USElection2020,,emmyzen,Fri Nov 13 07:31:56 +0000 2020,XXXX,99999.99,99999.99, positive 
#BrexitReality #Brexit #DominicGoings   #DominicCummings is leaving No 10 because #BorisJohnson will make compromises to sign a free-trade deal with the #EU  After #JoeBiden won #USElection2020 it's clear that #UK will be lost between #USA &amp; #EU  #Brexit until now cost &gt; 200bn https//t.co/wcogTvh7B5,,NickWalterson,Fri Nov 13 07:32:07 +0000 2020,XXXX,99999.99,99999.99, positive 
"The electoral college map. With Biden projected to win Georgia's 16 votes and Trump North Carolina's 15 the final tally will be Biden 306 and Trump 232. This follows what federal, state and local election officials call ""the most secure election in US history  #USElectionResults https//t.co/Xd5MiKkHGa",,Paul_Ilett,Fri Nov 13 07:32:24 +0000 2020,XXXX,99999.99,99999.99, positive 
"Christianity, Constitution, Capitalism being their ethos that formed the NATION is important to them. To us, Magna-Carta Generations America is an anathema to many colonial byproducts. WA will not open their BORDERS to the rest of Australia a point in question.",,oztaxan,Fri Nov 13 07:32:34 +0000 2020,XXXX,99999.99,99999.99, positive 
#PresidentElectJoe Biden wins #Arizona in #USElection2020. This is 1st win for #Democrats in Arizona since 1996. @JoeBiden got over 11000 votes more than #DonaldTrump &amp; won 11 votes to take his tally to 290.#NorthCarolina &amp; #Georgia are yet to declare winner.#Biden2020 #MIG https//t.co/vDkDQeoWdG,,mediaindiagroup,Fri Nov 13 07:32:41 +0000 2020,XXXX,99999.99,99999.99, positive 
Wishing Everyone a Happy Deepawali &amp; Dhanteras I hope the coming years may be filled with happiness &amp; Prosperity. It's still updating.#results #USElection2020 #Festivals  ,,Guptaaditya224,Fri Nov 13 07:32:50 +0000 2020,XXXX,99999.99,99999.99, positive 
Well @realDonaldTrump could state he was mentally incapacitated on Election Day. Probably due to Covid. Hence #USElectionResults are void. Cant think of a better defense?,,SKVMShipping,Fri Nov 13 07:33:01 +0000 2020,XXXX,99999.99,99999.99,negative
@ArvindKejriwal sir may you please reply,,abansal,Fri Nov 13 07:33:25 +0000 2020,XXXX,99999.99,99999.99, positive 
Some Good news.....,,Sita_India,Fri Nov 13 07:33:38 +0000 2020,XXXX,99999.99,99999.99, positive 
US election security officials reject Trump's fraud claims - BBC News #USElection2020  https//t.co/JxY3vniMVs,,humanpilot,Fri Nov 13 07:34:07 +0000 2020,XXXX,99999.99,99999.99,negative
@realDonaldTrump knows he lost squarely...this was the most credible #USElection2020  where millions of #Americans went to polls earlier amid the #COVID19  #ABetterTime #AbetterTrash #BetterTogether #BlackFriday #DiwaliWithCoke #FridayMotivation,,Shadow_Woka,Fri Nov 13 07:34:20 +0000 2020,XXXX,99999.99,99999.99,negative
It Is Proud Moment For Us  ,,afz900,Fri Nov 13 07:34:38 +0000 2020,XXXX,99999.99,99999.99, positive 
@MarisePayne I thought you were commenting on the US #USElection2020 #Biden2020 #BidenHarris2020,,damienpiro,Fri Nov 13 07:35:06 +0000 2020,XXXX,99999.99,99999.99,neutral
Sing Arizona to the tune of Barcelona . It works #USElection2020,,AnnieCricket,Fri Nov 13 07:35:57 +0000 2020,XXXX,99999.99,99999.99,neutral
Dear @HillaryClinton   why did the Dems stopped cheating just short of making you the president in 2016?  Looks to me like this was deliberate on their part and that Obama and his guys screwed you up.  Oh why?  #USAelection2020 #USElection2016  #MAGA #NoOneLikesHillary,,HBurgmeister,Fri Nov 13 07:36:17 +0000 2020,XXXX,99999.99,99999.99,negative
"Be best? Please @MELANIATRUMP , tell me you re joking!  #Trump #Biden #Vote2020 #NotMyPresident #BidenWonDay #TrumpMeltdown #USElection #CNN #BidenHarris2020 #USElection2020 #Donald Trump #ByeTrump #BeBest #BlackOpsColdWar",,JennyCovfefe,Fri Nov 13 07:36:35 +0000 2020,XXXX,99999.99,99999.99, positive 
Find out all about her educational journey and why it's about time that you too can rise to respect and prominence  #KamalaHarris #education #USElection2020  #studyabroad #successmindset #womenempowerment #leverageedu,,leverageedu,Fri Nov 13 07:36:57 +0000 2020,XXXX,99999.99,99999.99, positive 
Classy! #USPresidentialElections2020 #Election2020results,,FannyFitch,Fri Nov 13 07:38:22 +0000 2020,XXXX,99999.99,99999.99, positive 
Go Kayliegh We here in Australia are with you #USPresidentialElections2020,,Boldsilver99,Fri Nov 13 07:38:39 +0000 2020,XXXX,99999.99,99999.99,neutral
.@realDonaldTrump is suggesting @pfizer deliberately delayed the release of information about a COVID-19 vaccine until after the election. Do you think an earlier announcement would have secured a second term in #USElection2020?,,jassansi,Fri Nov 13 07:38:42 +0000 2020,XXXX,99999.99,99999.99, positive 
Absolutely hilarious that some people think the massive increase in postal votes for Biden in the #USElection2020 is some kind of evidence for conspiracy Guess that's also why today USA has single biggest record day of #covid infections People who were smart voted safely,,Richardshouse,Fri Nov 13 07:38:43 +0000 2020,XXXX,99999.99,99999.99, positive 
Good plan. #USElection2020,,emmyzen,Fri Nov 13 07:39:07 +0000 2020,XXXX,99999.99,99999.99, positive 
"Did President-elect Biden manage to close the so-called ""God gap"" among voters who strongly identify with their religious faith? Read more  https//t.co/AYLvRaFQFk #JoeBiden #US #USElection2020 #faith",,UCANews,Fri Nov 13 07:40:00 +0000 2020,XXXX,99999.99,99999.99, positive 
Why are so many nepalese interested in us elections? https//t.co/7bPqDKvsGy #USElections2020 #joebiden #Trump #TrumpvsBiden,,s_sanjay11,Fri Nov 13 07:40:13 +0000 2020,XXXX,99999.99,99999.99, positive 
Great. Only every other Arizonan is a douchebag or incapable of thinking. #DumpTrump #DumpTrump2020 #USElectionResults #ArizonaElection #Arizona #TrumpIsALaughingStock,,laconstiparia,Fri Nov 13 07:40:30 +0000 2020,XXXX,99999.99,99999.99,negative
The latest The End of The World! https//t.co/GLzxjmNxs8 Thanks to @ARNNewsCentre @elliemail @Shubawrite #trump #uselectionresults,,ken_frost,Fri Nov 13 07:40:43 +0000 2020,XXXX,99999.99,99999.99, positive 
"Did President-elect Biden manage to close the so-called ""God gap"" among voters who strongly identify with their religious faith? Read more  https//t.co/jckLy7tfhg #JoeBiden #US #USElection2020 #faith",,ucanindia,Fri Nov 13 07:40:56 +0000 2020,XXXX,99999.99,99999.99, positive 
"Did President-elect Biden manage to close the so-called ""God gap"" among voters who strongly identify with their religious faith? Read more  https//t.co/S43gnvN1oE #JoeBiden #US #USElection2020 #faith",,ucanindonesia,Fri Nov 13 07:40:56 +0000 2020,XXXX,99999.99,99999.99, positive 
"Did President-elect Biden manage to close the so-called ""God gap"" among voters who strongly identify with their religious faith? Read more  https//t.co/7WdaH2Kbvg #JoeBiden #US #USElection2020 #faith",,UCANSriLanka,Fri Nov 13 07:40:56 +0000 2020,XXXX,99999.99,99999.99, positive 
@dwnews  Most secure  only meant one thing =  most controlled !  One must have absolute control in order to be most secured!  So who is or are in control of this #USElection2020 ?  @realDonaldTrump @foxandfriends @JoeBiden,,ThinkNotInform,Fri Nov 13 07:41:16 +0000 2020,XXXX,99999.99,99999.99, positive 
THIS HAS GONE ON LONG ENOUGH! https//t.co/zXOqKjiIPZ via @ILawson27 Trump must go now! #USElection2020 #AmericaDecides2020 #DissolveTheUnion,,ILawson27,Fri Nov 13 07:41:38 +0000 2020,XXXX,99999.99,99999.99,neutral
#USElection2020  should be cancelled and enquiry should be setup to investigate.,,NewsPostmortem1,Fri Nov 13 07:42:18 +0000 2020,XXXX,99999.99,99999.99,negative
I feel as if I should pin this tweet for future reference  ,,Snowy273,Fri Nov 13 07:42:42 +0000 2020,XXXX,99999.99,99999.99,neutral
Seems legit.   #DarkMoney #GetMoneyOut #Corruption #USElection2020 #Florida,,wolf_pac_hi,Fri Nov 13 07:43:05 +0000 2020,XXXX,99999.99,99999.99,neutral
